,Date,Spacecraft,Type_stereo,Source_stereo,Type_ipshock,Accept
629,2016-08-18 21:37:01,STA,F_ V and Tp increase_ a small increase of B_ a small B dip downstream,inside SIR,,0
630,2016-09-01 05:16:14,STA,R_ plasma signatures_ downstream waves,SIR,,0
631,2016-09-19 12:26:06,STA,R_ weak plasma signatures ,"in fast wind, 1 day after SIR",,0
632,2016-09-27 14:00:02,STA,F_ prominent plasma signatures_ upstream and downstream waves of different frequencies,SIR,,0
633,2016-09-28 02:15:55,STA,R_ plasma signatures_ upstream and downstream waves,SIR,,0
634,2016-10-14 03:33:48,STA,F_ slight increases of V and Np_ upstream and downstream waves last short,SIR,,0
635,2016-10-29 01:04:44,STA,F_ weak plasma signatures_ long-lasting waves in T and N components,SIR+ICME,,0
636,2016-11-07 21:43:10,STA,F_ weak plasma signatures,SIR,,0
637,2016-11-13 17:33:50,STA,R_ plasma signatures_ waves at the ramp,SIR,,0
638,2016-12-03 07:38:38,STA,F_ slight increases of V and Np_ waves throughout the shock_ higher frequency ones at the ramp,"about 9 hours ahead of SIR, count as SIR",,0
639,2016-12-19 16:54:46,STA,F_ prominent plasma signatures_ downstream waves,in slow wind,,0
640,2017-01-03 15:45:15,STA,R_ weak plasma signatures_ B decreases gradually_ whistler waves and upstream waves,SIR,,0
641,2017-01-18 09:15:57,STA,F_ moderate plasma signatures_ current sheet with mirror mode waves occurs 1 min after the B jump,SIR,,0
642,2017-01-19 05:10:20,STA,R_ prominent plasma signatures_ clear change in pitch angle distribution of suprathermal e flux_ large-amplitude waves throughout the shock,SIR,,0
643,2017-03-24 16:22:51,STA,F_ prominent plasma signatures_ clear change in pitch angle distribution of suprathermal e flux_ large-amplitude waves throughout the shock,ICME,,0
644,2017-04-11 20:20:00,STA,F_ weak plasma signatures_ B increases gradually_ upstream and downstream waves,SIR,,0
645,2017-04-19 09:25:04,STA,F_ weak plasma signatures_ upstream waves,SIR,,0
646,2017-05-04 21:01:27,STA,F_ weak plasma signatures_ sharp rise of B_ downstream waves,SIR,,0
647,2017-05-09 10:30:38,STA,F_ prominent plasma signatures_ clear change in pitch angle distribution of suprathermal e flux_ long-period downstream waves,SIR,,0
648,2017-05-10 02:20:33,STA,R_ weak plasma signatures_ downstream waves,SIR,,0
649,2017-05-22 17:22:19,STA,F_ weak plasma signatures_ upstream and downstream waves,"in slow wind, 0.5-day ahead of SIR",,0
650,2017-06-20 08:38:00,STA,F_ clear plasma signatures_ weak upstream and downstream waves,"in slow wind, increase of Q_Fe about 1 day later",,0
651,2017-07-16 19:39:29,STA,F_ clear plasma signatures_ weak upstream and downstream waves,SIR,,0
652,2017-07-24 13:22:41,STA,F_ plasma signatures except Np_ upstream and downstream waves,ICME,,0
653,2017-07-24 14:36:31,STA,F_ plasma signatures_ waves at the foot and downstream,ICME,,0
654,2017-07-25 07:03:46,STA,R_ no clear plasma signatures_ upstream and downstream waves,ICME,,0
655,2017-07-28 00:19:37,STA,F_ weak plasma signatures_ upstream and downstream waves,in intermediate-speed solar wind,,0
656,2017-07-28 19:45:45,STA,F_ plasma signatures,in intermediate-speed solar wind,,0
657,2017-09-13 16:50:02,STA,F_ plasma signatures_ upstream and downstream waves,SIR,,0
658,2017-09-19 02:56:25,STA,F_ prominent plasma signatures_ upstream and downstream waves,ICME,,0
659,2017-09-20 00:50:18,STA,plasma signatures_ upstream and downstream waves,"within ICME, faster solar wind overtaking slower part",,0
660,2017-09-21 13:34:47,STA,weak plasma signatures_ 5 min before HCS,in fast wind,,0
661,2017-10-09 01:10:25,STA,weak plasma signatures_ upstream and downstream waves,in slow wind,,0
662,2017-10-15 07:49:16,STA,weak plasma signatures,SIR,,0
663,2017-10-15 22:47:31,STA,plasma signatures,SIR,,0
664,2017-10-21 03:24:57,STA,clear plasma signatures_ downstream waves,ICME,,0
665,2017-11-17 21:53:07,STA,clear plasma signatures_ downstream waves,SIR,,0
666,2017-11-18 12:23:48,STA,weak plasma signatures_ downstream waves,in fast wind,,0
667,2018-01-17 17:39:31,STA,clear plasma signatures_ upstream and downstream waves,SIR,,0
668,2018-03-15 21:52:56,STA,weak plasma signatures_ upstream waves,SIR,,0
669,2018-04-03 05:30:27,STA,plasma signatures,SIR,,0
670,2018-04-11 03:09:44,STA,weak plasma signatures_ upstream and downstream waves,SIR,,0
671,2018-04-11 08:11:14,STA,plasma signatures_ magnetic humps further downstream,SIR,,0
672,2018-04-19 01:14:21,STA,weak plasma signatures_ downstream waves,SIR,,0
673,2018-04-22 08:03:06,STA,weak plasma signatures,SIR,,0
674,2018-05-23 12:49:57,STA,weak plasma signatures_ 1-min ahead of a current sheet,SIR,,0
675,2018-07-02 16:42:40,STA,weak plasma signatures_ B decreases graudally with upstream and downstream waves,in intermediate-speed (400 km/s) solar wind after a increase of V for 9 hr,,0
676,2018-07-12 05:33:10,STA,weak plasma signatures_ whistler waves at the ramp,SIR,,0
